ID,EID,SFID,SF,LACT,BDAT,CBRD,GNDR,BW8T,TECH,Event,AGE,Date,Remark,Protocols,Technician
3011668,982000467857541,11668,3,0,1/2/2025,M    ,F     ,85,0,TOGROWR    ,1,1/3/2025,                ,                ,
3011669,982000467857613,11669,3,0,1/2/2025,M    ,F     ,81,0,TOGROWR    ,1,1/3/2025,                ,                ,
3011670,982000467857699,11670,3,0,1/2/2025,M    ,F     ,98,0,TOGROWR    ,1,1/3/2025,                ,                ,
3011671,982000467857718,11671,3,0,1/2/2025,M    ,F     ,69,0,TOGROWR    ,1,1/3/2025,                ,                ,
3011672,982000467857722,11672,3,0,1/2/2025,M    ,F     ,80,0,TOGROWR    ,1,1/3/2025,                ,                ,
3011673,982000467857645,11673,3,0,1/3/2025,M    ,F     ,93,0,TOGROWR    ,1,1/4/2025,                ,                ,
3011674,982000467857750,11674,3,0,1/3/2025,H    ,F     ,83,0,TOGROWR    ,1,1/4/2025,                ,                ,
3011675,982000467857748,11675,3,0,1/4/2025,M    ,F     ,98,0,TOGROWR    ,1,1/5/2025,                ,                ,
3011676,982000467857633,11676,3,0,1/4/2025,M    ,F     ,65,0,TOGROWR    ,1,1/5/2025,                ,                ,
3011677,982000467857566,11677,3,0,1/4/2025,H    ,F     ,83,0,TOGROWR    ,1,1/5/2025,                ,                ,
3011678,949000011368224,11678,3,0,1/5/2025,M    ,F     ,77,0,TOGROWR    ,1,1/6/2025,                ,                ,
3011679,949000011368226,11679,3,0,1/5/2025,M    ,F     ,78,0,TOGROWR    ,1,1/6/2025,                ,                ,
3011680,982000467857646,11680,3,0,1/5/2025,M    ,F     ,99,0,TOGROWR    ,1,1/6/2025,                ,                ,
3011681,949000011368052,11681,3,0,1/5/2025,M    ,F     ,110,0,TOGROWR    ,1,1/6/2025,                ,                ,
3011682,982000467857548,11682,3,0,1/5/2025,M    ,F     ,80,0,TOGROWR    ,1,1/6/2025,                ,                ,
3011683,982000467857537,11683,3,0,1/5/2025,M    ,F     ,81,0,TOGROWR    ,1,1/6/2025,                ,                ,
3011684,840003290177021,11684,3,0,1/6/2025,H    ,F     ,74,0,TOGROWR    ,1,1/7/2025,                ,                ,
3011685,840003290177025,11685,3,0,1/6/2025,M    ,F     ,85,0,TOGROWR    ,1,1/7/2025,                ,                ,
3011686,840003290177057,11686,3,0,1/6/2025,M    ,F     ,83,0,TOGROWR    ,1,1/7/2025,                ,                ,
3011687,840003290177098,11687,3,0,1/6/2025,M    ,F     ,90,0,TOGROWR    ,1,1/7/2025,                ,                ,
3011688,840003290176956,11688,3,0,1/7/2025,M    ,F     ,86,0,TOGROWR    ,1,1/8/2025,                ,                ,
3011689,840003290177054,11689,3,0,1/7/2025,M    ,F     ,80,0,TOGROWR    ,1,1/8/2025,                ,                ,
3011690,840003290177080,11690,3,0,1/7/2025,H    ,F     ,85,0,TOGROWR    ,1,1/8/2025,                ,                ,
3011691,840003290177060,11691,3,0,1/7/2025,M    ,F     ,110,0,TOGROWR    ,1,1/8/2025,                ,                ,
3011692,840003290176930,11692,3,0,1/7/2025,M    ,F     ,85,0,TOGROWR    ,1,1/8/2025,                ,                ,
3011693,840003290177088,11693,3,0,1/7/2025,M    ,F     ,90,0,TOGROWR    ,1,1/8/2025,                ,                ,
3011694,840003290176952,11694,3,0,1/7/2025,M    ,F     ,90,0,TOGROWR    ,1,1/8/2025,                ,                ,
3011695,840003290177056,11695,3,0,1/7/2025,M    ,F     ,90,0,TOGROWR    ,1,1/8/2025,                ,                ,
3011696,840003290177091,11696,3,0,1/7/2025,M    ,F     ,80,0,TOGROWR    ,1,1/8/2025,                ,                ,
3011697,840003290177042,11697,3,0,1/7/2025,H    ,F     ,80,0,TOGROWR    ,1,1/8/2025,                ,                ,
3011698,840003290176926,11698,3,0,1/8/2025,M    ,F     ,100,0,TOGROWR    ,1,1/9/2025,                ,                ,
3011699,840003290176932,11699,3,0,1/8/2025,M    ,F     ,93,0,TOGROWR    ,1,1/9/2025,                ,                ,
3011700,840003290177113,11700,3,0,1/8/2025,M    ,F     ,95,0,TOGROWR    ,1,1/9/2025,                ,                ,
3011701,840003290176945,11701,3,0,1/8/2025,M    ,F     ,89,0,TOGROWR    ,1,1/9/2025,                ,                ,
3011702,840003290177014,11702,3,0,1/8/2025,M    ,F     ,90,0,TOGROWR    ,1,1/9/2025,                ,                ,
3011703,840003290176953,11703,3,0,1/9/2025,M    ,F     ,100,0,TOGROWR    ,1,1/10/2025,                ,                ,
3011704,840003290177082,11704,3,0,1/9/2025,M    ,F     ,95,0,TOGROWR    ,1,1/10/2025,                ,                ,
3011705,840003290177007,11705,3,0,1/9/2025,M    ,F     ,90,0,TOGROWR    ,1,1/10/2025,                ,                ,
3011706,840003290177029,11706,3,0,1/9/2025,M    ,F     ,95,0,TOGROWR    ,1,1/10/2025,                ,                ,
3011707,840003290176986,11707,3,0,1/9/2025,M    ,F     ,96,0,TOGROWR    ,1,1/10/2025,                ,                ,
3011708,840003290177076,11708,3,0,1/9/2025,H    ,F     ,78,0,TOGROWR    ,1,1/10/2025,                ,                ,
3011709,840003290177071,11709,3,0,1/9/2025,M    ,F     ,85,0,TOGROWR    ,1,1/10/2025,                ,                ,
3011710,840003290176968,11710,3,0,1/10/2025,M    ,F     ,96,0,TOGROWR    ,1,1/11/2025,                ,                ,
3011711,840003290177073,11711,3,0,1/10/2025,M    ,F     ,93,0,TOGROWR    ,1,1/11/2025,                ,                ,
3011712,840003290176933,11712,3,0,1/10/2025,M    ,F     ,86,0,TOGROWR    ,1,1/11/2025,                ,                ,
3011713,840003290177006,11713,3,0,1/10/2025,M    ,F     ,98,0,TOGROWR    ,1,1/11/2025,                ,                ,
3011714,840003290177022,11714,3,0,1/10/2025,M    ,F     ,90,0,TOGROWR    ,1,1/11/2025,                ,                ,
3011715,840003290177017,11715,3,0,1/10/2025,M    ,F     ,89,0,TOGROWR    ,1,1/11/2025,                ,                ,
3011716,840003290177104,11716,3,0,1/10/2025,M    ,F     ,91,0,TOGROWR    ,1,1/11/2025,                ,                ,
3011717,840003290176961,11717,3,0,1/10/2025,M    ,F     ,97,0,TOGROWR    ,1,1/11/2025,                ,                ,
3011718,982000467860910,11718,3,0,1/11/2025,M    ,F     ,98,0,TOGROWR    ,1,1/12/2025,                ,                ,
3011719,840003290177001,11719,3,0,1/11/2025,M    ,F     ,108,0,TOGROWR    ,1,1/12/2025,                ,                ,
3011720,840003290176921,11720,3,0,1/11/2025,M    ,F     ,85,0,TOGROWR    ,1,1/12/2025,                ,                ,
3011721,982000467860939,11721,3,0,1/11/2025,H    ,F     ,101,0,TOGROWR    ,1,1/12/2025,                ,                ,
3011722,840003290176971,11722,3,0,1/11/2025,H    ,F     ,84,0,TOGROWR    ,1,1/12/2025,                ,                ,
3011723,840003290177011,11723,3,0,1/11/2025,M    ,F     ,83,0,TOGROWR    ,1,1/12/2025,                ,                ,
3011724,840003290176974,11724,3,0,1/11/2025,H    ,F     ,95,0,TOGROWR    ,1,1/12/2025,                ,                ,
4006523,840003296452288,6523,4,0,12/31/2024,H    ,F     ,95,0,TOGROWR    ,1,1/1/2025,                ,                ,
4006524,840003296452289,6524,4,0,12/31/2024,H    ,F     ,82,0,TOGROWR    ,1,1/1/2025,                ,                ,
4006525,840003296452290,6525,4,0,12/31/2024,H    ,F     ,82,0,TOGROWR    ,1,1/1/2025,                ,                ,
4006526,840003296452291,6526,4,0,12/31/2024,H    ,F     ,87,0,TOGROWR    ,1,1/1/2025,                ,                ,
4006528,840003296452292,6528,4,0,12/31/2024,H    ,F     ,86,0,TOGROWR    ,1,1/1/2025,                ,                ,
4006531,840003296452293,6531,4,0,12/31/2024,H    ,F     ,80,0,TOGROWR    ,1,1/1/2025,                ,                ,
4006532,840003296452294,6532,4,0,1/1/2025,H    ,F     ,93,0,TOGROWR    ,1,1/2/2025,                ,                ,
4006533,840003296452295,6533,4,0,12/31/2024,H    ,F     ,79,0,TOGROWR    ,1,1/1/2025,                ,                ,
4006534,840003296452296,6534,4,0,1/1/2025,H    ,F     ,89,0,TOGROWR    ,1,1/2/2025,                ,                ,
4006535,840003296452297,6535,4,0,1/1/2025,H    ,F     ,76,0,TOGROWR    ,1,1/2/2025,                ,                ,
4006536,840003296452298,6536,4,0,1/1/2025,H    ,F     ,70,0,TOGROWR    ,1,1/2/2025,                ,                ,
4006537,840003296452299,6537,4,0,1/1/2025,H    ,F     ,83,0,TOGROWR    ,1,1/2/2025,                ,                ,
4006538,840003296452300,6538,4,0,1/1/2025,H    ,F     ,72,0,TOGROWR    ,1,1/2/2025,                ,                ,
4006539,840003296452301,6539,4,0,1/2/2025,H    ,F     ,78,0,TOGROWR    ,1,1/3/2025,                ,                ,
4006540,840003296452302,6540,4,0,1/3/2025,H    ,F     ,67,0,TOGROWR    ,1,1/4/2025,                ,                ,
4006541,840003296452303,6541,4,0,1/2/2025,H    ,F     ,75,0,TOGROWR    ,1,1/3/2025,                ,                ,
4006542,840003296452304,6542,4,0,1/3/2025,H    ,F     ,82,0,TOGROWR    ,1,1/4/2025,                ,                ,
4006544,840003296452305,6544,4,0,1/3/2025,H    ,F     ,77,0,TOGROWR    ,1,1/4/2025,                ,                ,
4006545,840003296452306,6545,4,0,1/3/2025,H    ,F     ,75,0,TOGROWR    ,1,1/4/2025,                ,                ,
4006547,840003296452307,6547,4,0,1/3/2025,H    ,F     ,74,0,TOGROWR    ,1,1/4/2025,                ,                ,
4006548,840003296452308,6548,4,0,1/3/2025,H    ,F     ,73,0,TOGROWR    ,1,1/4/2025,                ,                ,
4006549,840003296452309,6549,4,0,1/4/2025,H    ,F     ,75,0,TOGROWR    ,1,1/5/2025,                ,                ,
4006551,840003296452310,6551,4,0,1/4/2025,H    ,F     ,76,0,TOGROWR    ,1,1/5/2025,                ,                ,
4006552,840003296452311,6552,4,0,1/4/2025,H    ,F     ,78,0,TOGROWR    ,1,1/5/2025,                ,                ,
4006556,840003296452312,6556,4,0,1/4/2025,H    ,F     ,93,0,TOGROWR    ,1,1/5/2025,                ,                ,
4006558,840003296452313,6558,4,0,1/5/2025,H    ,F     ,60,0,TOGROWR    ,1,1/6/2025,                ,                ,
4006559,840003296452314,6559,4,0,1/5/2025,H    ,F     ,72,0,TOGROWR    ,1,1/6/2025,                ,                ,
4006560,840003296452315,6560,4,0,1/5/2025,H    ,F     ,76,0,TOGROWR    ,1,1/6/2025,                ,                ,
4006561,840003296452316,6561,4,0,1/5/2025,H    ,F     ,83,0,TOGROWR    ,1,1/6/2025,                ,                ,
4006562,840003296452317,6562,4,0,1/5/2025,H    ,F     ,82,0,TOGROWR    ,1,1/6/2025,                ,                ,
4006565,840003296452318,6565,4,0,1/5/2025,H    ,F     ,81,0,TOGROWR    ,1,1/6/2025,                ,                ,
4006567,840003296452319,6567,4,0,1/5/2025,H    ,F     ,83,0,TOGROWR    ,1,1/6/2025,                ,                ,
4006568,840003296452320,6568,4,0,1/6/2025,H    ,F     ,85,0,TOGROWR    ,1,1/7/2025,                ,                ,
4006570,840003296452321,6570,4,0,1/6/2025,H    ,F     ,67,0,TOGROWR    ,1,1/7/2025,                ,                ,
4006571,840003296452322,6571,4,0,1/6/2025,H    ,F     ,86,0,TOGROWR    ,1,1/7/2025,                ,                ,
4006572,840003296452323,6572,4,0,1/6/2025,H    ,F     ,84,0,TOGROWR    ,1,1/7/2025,                ,                ,
4006575,840003296452324,6575,4,0,1/6/2025,H    ,F     ,72,0,TOGROWR    ,1,1/7/2025,                ,                ,
4006576,840003296452325,6576,4,0,1/7/2025,H    ,F     ,74,0,TOGROWR    ,1,1/8/2025,                ,                ,
4006577,840003296452326,6577,4,0,1/7/2025,H    ,F     ,71,0,TOGROWR    ,1,1/8/2025,                ,                ,
4006578,840003296452327,6578,4,0,1/7/2025,H    ,F     ,79,0,TOGROWR    ,1,1/8/2025,                ,                ,
4006580,840003296452328,6580,4,0,1/7/2025,H    ,F     ,68,0,TOGROWR    ,1,1/8/2025,                ,                ,
4006589,840003296452329,6589,4,0,1/8/2025,H    ,F     ,77,0,TOGROWR    ,1,1/9/2025,                ,                ,
4006590,840003296452330,6590,4,0,1/8/2025,H    ,F     ,86,0,TOGROWR    ,1,1/9/2025,                ,                ,
4006592,840003296452331,6592,4,0,1/8/2025,H    ,F     ,80,0,TOGROWR    ,1,1/9/2025,                ,                ,
4006593,840003296452332,6593,4,0,1/8/2025,H    ,F     ,79,0,TOGROWR    ,1,1/9/2025,                ,                ,
4006595,840003296452333,6595,4,0,1/8/2025,H    ,F     ,74,0,TOGROWR    ,1,1/9/2025,                ,                ,
4006596,840003296452334,6596,4,0,1/8/2025,H    ,F     ,80,0,TOGROWR    ,1,1/9/2025,                ,                ,
4006597,840003296452335,6597,4,0,1/9/2025,H    ,F     ,67,0,TOGROWR    ,1,1/10/2025,                ,                ,
4006598,840003296452336,6598,4,0,1/9/2025,H    ,F     ,83,0,TOGROWR    ,1,1/10/2025,                ,                ,
4006599,840003296452337,6599,4,0,1/9/2025,H    ,F     ,78,0,TOGROWR    ,1,1/10/2025,                ,                ,
4006600,840003296452338,6600,4,0,1/9/2025,H    ,F     ,80,0,TOGROWR    ,1,1/10/2025,                ,                ,
4006601,840003296452339,6601,4,0,1/10/2025,H    ,F     ,83,0,TOGROWR    ,1,1/11/2025,                ,                ,
4006602,840003296452340,6602,4,0,1/10/2025,H    ,F     ,95,0,TOGROWR    ,1,1/11/2025,                ,                ,
4006604,840003296452341,6604,4,0,1/10/2025,H    ,F     ,58,0,TOGROWR    ,1,1/11/2025,                ,                ,
4006607,840003296452342,6607,4,0,1/10/2025,H    ,F     ,85,0,TOGROWR    ,1,1/11/2025,                ,                ,
4006610,840003296452343,6610,4,0,1/11/2025,H    ,F     ,87,0,TOGROWR    ,1,1/12/2025,                ,                ,
4006613,840003296452344,6613,4,0,1/11/2025,H    ,F     ,85,0,TOGROWR    ,1,1/12/2025,                ,                ,
5002871,840003298241500,2871,5,0,12/31/2024,H    ,F     ,82,0,TOGROWR    ,1,1/1/2025,                ,                ,
5002872,840003298241501,2872,5,0,12/31/2024,H    ,F     ,71,0,TOGROWR    ,1,1/1/2025,                ,                ,
5002873,840003298241502,2873,5,0,1/1/2025,H    ,F     ,81,0,TOGROWR    ,1,1/2/2025,                ,                ,
5002874,840003298241503,2874,5,0,1/2/2025,H    ,F     ,70,0,TOGROWR    ,1,1/3/2025,                ,                ,
5002875,840003298241504,2875,5,0,1/4/2025,H    ,F     ,76,0,TOGROWR    ,1,1/5/2025,                ,                ,
5002876,840003298241505,2876,5,0,1/5/2025,H    ,F     ,69,0,TOGROWR    ,1,1/6/2025,                ,                ,
5002877,840003298241506,2877,5,0,1/6/2025,H    ,F     ,74,0,TOGROWR    ,1,1/7/2025,                ,                ,
5002878,840003298241507,2878,5,0,1/7/2025,H    ,F     ,67,0,TOGROWR    ,1,1/8/2025,                ,                ,
5002879,840003298241508,2879,5,0,1/7/2025,H    ,F     ,66,0,TOGROWR    ,1,1/8/2025,                ,                ,
5002880,840003298241509,2880,5,0,1/9/2025,H    ,F     ,76,0,TOGROWR    ,1,1/10/2025,                ,                ,
5002881,840003298241510,2881,5,0,1/8/2025,H    ,F     ,82,0,TOGROWR    ,1,1/9/2025,                ,                ,
5002882,840003298241511,2882,5,0,1/8/2025,H    ,F     ,70,0,TOGROWR    ,1,1/9/2025,                ,                ,
5002883,840003298241512,2883,5,0,1/8/2025,H    ,F     ,84,0,TOGROWR    ,1,1/9/2025,                ,                ,
5002884,840003298241513,2884,5,0,1/10/2025,H    ,F     ,86,0,TOGROWR    ,1,1/11/2025,                ,                ,
5002885,840003298241514,2885,5,0,1/11/2025,H    ,F     ,89,0,TOGROWR    ,1,1/12/2025,                ,                ,
5002886,840003298241515,2886,5,0,1/11/2025,H    ,F     ,84,0,TOGROWR    ,1,1/12/2025,                ,                ,
5002887,840003298241516,2887,5,0,1/11/2025,H    ,F     ,77,0,TOGROWR    ,1,1/12/2025,                ,                ,
6063483,840003263409783,63483,6,0,12/31/2024,H    ,F     ,72,0,TOGROWR    ,1,1/1/2025,                ,                ,
6063484,840003263409784,63484,6,0,12/31/2024,H    ,F     ,71,0,TOGROWR    ,1,1/1/2025,                ,                ,
6063485,840003263409785,63485,6,0,1/1/2025,H    ,F     ,83,0,TOGROWR    ,1,1/2/2025,                ,                ,
6063486,840003263409786,63486,6,0,1/1/2025,H    ,F     ,77,0,TOGROWR    ,1,1/2/2025,                ,                ,
6063487,840003263409787,63487,6,0,1/2/2025,H    ,F     ,67,0,TOGROWR    ,1,1/3/2025,                ,                ,
6063488,840003263409788,63488,6,0,1/2/2025,H    ,F     ,74,0,TOGROWR    ,1,1/3/2025,                ,                ,
6063489,840003263409789,63489,6,0,1/2/2025,H    ,F     ,114,0,TOGROWR    ,1,1/3/2025,                ,                ,
6063490,840003263409790,63490,6,0,1/2/2025,H    ,F     ,81,0,TOGROWR    ,1,1/3/2025,                ,                ,
6063491,840003263409791,63491,6,0,1/3/2025,H    ,F     ,72,0,TOGROWR    ,1,1/4/2025,                ,                ,
6063492,840003263409792,63492,6,0,1/3/2025,H    ,F     ,71,0,TOGROWR    ,1,1/4/2025,                ,                ,
6063493,840003263409793,63493,6,0,1/4/2025,H    ,F     ,77,0,TOGROWR    ,1,1/5/2025,                ,                ,
6063494,840003263409794,63494,6,0,1/4/2025,H    ,F     ,83,0,TOGROWR    ,1,1/5/2025,                ,                ,
6063495,840003263409795,63495,6,0,1/4/2025,H    ,F     ,81,0,TOGROWR    ,1,1/5/2025,                ,                ,
6063496,840003263409796,63496,6,0,1/4/2025,H    ,F     ,66,0,TOGROWR    ,1,1/5/2025,                ,                ,
6063497,840003263409797,63497,6,0,1/4/2025,H    ,F     ,84,0,TOGROWR    ,1,1/5/2025,                ,                ,
6063498,840003263409798,63498,6,0,1/5/2025,H    ,F     ,69,0,TOGROWR    ,1,1/6/2025,                ,                ,
6063499,840003263409799,63499,6,0,1/5/2025,H    ,F     ,67,0,TOGROWR    ,1,1/6/2025,                ,                ,
6063500,840003263409800,63500,6,0,1/5/2025,H    ,F     ,68,0,TOGROWR    ,1,1/6/2025,                ,                ,
6063501,840003263409801,63501,6,0,1/5/2025,H    ,F     ,67,0,TOGROWR    ,1,1/6/2025,                ,                ,
6063502,840003263409802,63502,6,0,1/5/2025,H    ,F     ,73,0,TOGROWR    ,1,1/6/2025,                ,                ,
6063503,840003263409803,63503,6,0,1/7/2025,H    ,F     ,73,0,TOGROWR    ,1,1/8/2025,                ,                ,
6063504,840003263409804,63504,6,0,1/7/2025,H    ,F     ,70,0,TOGROWR    ,1,1/8/2025,                ,                ,
6063505,840003263409805,63505,6,0,1/7/2025,H    ,F     ,73,0,TOGROWR    ,1,1/8/2025,                ,                ,
6063506,840003263409806,63506,6,0,1/7/2025,H    ,F     ,84,0,TOGROWR    ,1,1/8/2025,                ,                ,
6063507,840003263409807,63507,6,0,1/7/2025,H    ,F     ,91,0,TOGROWR    ,1,1/8/2025,                ,                ,
6063508,840003263409808,63508,6,0,1/8/2025,H    ,F     ,73,0,TOGROWR    ,1,1/9/2025,                ,                ,
6063509,840003263409809,63509,6,0,1/9/2025,H    ,F     ,78,0,TOGROWR    ,1,1/10/2025,                ,                ,
6063510,840003263409810,63510,6,0,1/9/2025,H    ,F     ,96,0,TOGROWR    ,1,1/10/2025,                ,                ,
6063511,840003263409811,63511,6,0,1/9/2025,H    ,F     ,61,0,TOGROWR    ,1,1/10/2025,                ,                ,
6063512,840003263409812,63512,6,0,1/9/2025,H    ,F     ,101,0,TOGROWR    ,1,1/10/2025,                ,                ,
6063513,840003263409813,63513,6,0,1/10/2025,H    ,F     ,76,0,TOGROWR    ,1,1/11/2025,                ,                ,
6063514,840003263409814,63514,6,0,1/10/2025,H    ,F     ,78,0,TOGROWR    ,1,1/11/2025,                ,                ,
6063515,840003263409815,63515,6,0,1/11/2025,H    ,F     ,74,0,TOGROWR    ,1,1/12/2025,                ,                ,
6063516,840003263409816,63516,6,0,1/11/2025,H    ,F     ,86,0,TOGROWR    ,1,1/12/2025,                ,                ,
7008825,840003284999514,8825,7,0,12/31/2024,H    ,F     ,85,0,TOGROWR    ,1,1/1/2025,                ,                ,
7008826,840003284999515,8826,7,0,1/2/2025,H    ,F     ,86,0,TOGROWR    ,1,1/3/2025,                ,                ,
7008827,840003284999516,8827,7,0,1/1/2025,H    ,F     ,81,0,TOGROWR    ,1,1/2/2025,                ,                ,
7008828,840003284999517,8828,7,0,1/3/2025,H    ,F     ,93,0,TOGROWR    ,1,1/4/2025,                ,                ,
7008829,840003284999518,8829,7,0,1/4/2025,H    ,F     ,77,0,TOGROWR    ,1,1/5/2025,                ,                ,
7008830,840003284999519,8830,7,0,1/4/2025,H    ,F     ,81,0,TOGROWR    ,1,1/5/2025,                ,                ,
7008831,840003284999520,8831,7,0,1/4/2025,H    ,F     ,93,0,TOGROWR    ,1,1/5/2025,                ,                ,
7008832,840003284999521,8832,7,0,1/6/2025,H    ,F     ,80,0,TOGROWR    ,1,1/7/2025,                ,                ,
7008833,840003284999522,8833,7,0,1/7/2025,H    ,F     ,85,0,TOGROWR    ,1,1/8/2025,                ,                ,
7008834,840003284999523,8834,7,0,1/9/2025,H    ,F     ,75,0,TOGROWR    ,1,1/10/2025,                ,                ,
7008835,840003284999524,8835,7,0,1/9/2025,H    ,F     ,87,0,TOGROWR    ,1,1/10/2025,                ,                ,
7008836,840003284999525,8836,7,0,1/9/2025,H    ,F     ,85,0,TOGROWR    ,1,1/10/2025,                ,                ,
7008837,840003284999526,8837,7,0,1/9/2025,H    ,F     ,91,0,TOGROWR    ,1,1/10/2025,                ,                ,
7008838,840003284999527,8838,7,0,1/10/2025,H    ,F     ,92,0,TOGROWR    ,1,1/11/2025,                ,                ,
8006219,840003297404275,6219,8,0,1/1/2025,H    ,F     ,40,0,TOGROWR    ,1,1/2/2025,                ,                ,
8006220,840003297404272,6220,8,0,1/1/2025,H    ,F     ,35,0,TOGROWR    ,1,1/2/2025,                ,                ,
8006221,982000467857658,6221,8,0,1/5/2025,H    ,F     ,95,0,TOGROWR    ,1,1/6/2025,                ,                ,
9033649,840003291033136,33649,9,0,12/31/2024,H    ,F     ,72,0,TOGROWR    ,1,1/1/2025,                ,                ,
9033650,840003291033137,33650,9,0,12/31/2024,H    ,F     ,110,0,TOGROWR    ,1,1/1/2025,                ,                ,
9033651,840003291033138,33651,9,0,12/31/2024,H    ,F     ,74,0,TOGROWR    ,1,1/1/2025,                ,                ,
9033652,840003298854971,33652,9,0,12/31/2024,H    ,F     ,97,0,TOGROWR    ,1,1/1/2025,                ,                ,
9033653,840003298854972,33653,9,0,12/31/2024,H    ,F     ,103,0,TOGROWR    ,1,1/1/2025,                ,                ,
9033654,840003298854973,33654,9,0,1/1/2025,H    ,F     ,93,0,TOGROWR    ,1,1/2/2025,                ,                ,
9033655,840003298854974,33655,9,0,1/1/2025,H    ,F     ,86,0,TOGROWR    ,1,1/2/2025,                ,                ,
9033656,840003298854975,33656,9,0,1/1/2025,H    ,F     ,80,0,TOGROWR    ,1,1/2/2025,                ,                ,
9033657,840003298854976,33657,9,0,1/1/2025,H    ,F     ,90,0,TOGROWR    ,1,1/2/2025,                ,                ,
9033658,840003298854977,33658,9,0,1/1/2025,H    ,F     ,77,0,TOGROWR    ,1,1/2/2025,                ,                ,
9033659,840003298854978,33659,9,0,1/1/2025,H    ,F     ,80,0,TOGROWR    ,1,1/2/2025,                ,                ,
9033660,840003298854979,33660,9,0,1/1/2025,H    ,F     ,80,0,TOGROWR    ,1,1/2/2025,                ,                ,
9033661,840003298854980,33661,9,0,1/1/2025,H    ,F     ,70,0,TOGROWR    ,1,1/2/2025,                ,                ,
9033662,840003298854981,33662,9,0,1/2/2025,H    ,F     ,81,0,TOGROWR    ,1,1/3/2025,                ,                ,
9033663,840003298854982,33663,9,0,1/2/2025,H    ,F     ,78,0,TOGROWR    ,1,1/3/2025,                ,                ,
9033664,840003298854983,33664,9,0,1/2/2025,H    ,F     ,82,0,TOGROWR    ,1,1/3/2025,                ,                ,
9033665,840003298854984,33665,9,0,1/2/2025,H    ,F     ,70,0,TOGROWR    ,1,1/3/2025,                ,                ,
9033666,840003298854985,33666,9,0,1/2/2025,H    ,F     ,95,0,TOGROWR    ,1,1/3/2025,                ,                ,
9033667,840003298854986,33667,9,0,1/3/2025,H    ,F     ,63,0,TOGROWR    ,1,1/4/2025,                ,                ,
9033668,840003298854987,33668,9,0,1/3/2025,H    ,F     ,100,0,TOGROWR    ,1,1/4/2025,                ,                ,
9033669,840003298854988,33669,9,0,1/3/2025,H    ,F     ,70,0,TOGROWR    ,1,1/4/2025,                ,                ,
9033670,840003298854989,33670,9,0,1/3/2025,H    ,F     ,86,0,TOGROWR    ,1,1/4/2025,                ,                ,
9033671,840003298854990,33671,9,0,1/3/2025,H    ,F     ,94,0,TOGROWR    ,1,1/4/2025,                ,                ,
9033672,840003298854991,33672,9,0,1/4/2025,H    ,F     ,76,0,TOGROWR    ,1,1/5/2025,                ,                ,
9033673,840003298854992,33673,9,0,1/4/2025,H    ,F     ,71,0,TOGROWR    ,1,1/5/2025,                ,                ,
